city,id,name,state_id,state_abbr,state_name,county_name,zip,lat,lng,population
Marriott-Slaterville,21027,Marriott-Slaterville,49,UT,Utah,Weber,84404,41.2516113,-112.0254973,1701
Marrowbone,21028,Marrowbone,21,KY,Kentucky,Cumberland,42731 42717,36.8278373,-85.506633,217
Mars,21029,Mars,42,PA,Pennsylvania,Butler,16046,40.6958996,-80.0117254,1699
Mars Hill,21030,Mars Hill,37,NC,North Carolina,Madison,28754,35.8264981,-82.5492999,1869
Mars Hill,21031,Mars Hill,23,ME,Maine,Aroostook,4758,46.5158751,-67.8664135,980
Marseilles,21032,Marseilles,17,IL,Illinois,La Salle,61341,41.3308666,-88.7081293,5094
Marseilles,21033,Marseilles,39,OH,Ohio,Wyandot,43351,40.7014449,-83.3927003,112
Marsh,21034,Marsh,30,MT,Montana,Dawson,59326,46.8897314,-104.9330248,
Marsh,21035,Marsh,48,TX,Texas,Potter,79108,35.5397692,-101.9221284,
Marshall,21036,Marshall,55,WI,Wisconsin,Dane,53559,43.1683286,-89.0667775,3862
Marshall,21037,Marshall,26,MI,Michigan,Calhoun,49068,42.2722641,-84.9633148,7088
Marshall,21038,Marshall,27,MN,Minnesota,Lyon,56258,44.4469033,-95.7883541,13680
Marshall,21039,Marshall,17,IL,Illinois,Clark,62441,39.3914252,-87.6936384,3933
Marshall,21040,Marshall,29,MO,Missouri,Saline,65340,39.1230777,-93.1968704,13065
Marshall,21041,Marshall,18,IN,Indiana,Parke,47859,39.8480969,-87.1877901,324
Marshall,21042,Marshall,5,AR,Arkansas,Searcy,72650,35.9089643,-92.6312746,1355
Marshall,21043,Marshall,37,NC,North Carolina,Madison,28753,35.7973284,-82.6840252,872
Marshall,21044,Marshall,48,TX,Texas,Harrison,75672 75670 75671,32.5448714,-94.3674184,23523
Marshall,21045,Marshall,40,OK,Oklahoma,Logan,73056,36.1578746,-97.64938759,272
Marshall,21046,Marshall,2,AK,Alaska,Wade Hampton,99585,61.8777778,-162.0811111,414
Marshall,21047,Marshall,51,VA,Virginia,Fauquier,20198 20115 20116,38.8648353,-77.8577726,1480
Marshall,21048,Marshall,8,CO,Colorado,Boulder,80303,39.9555414,-105.229711,
Marshall,21049,Marshall,38,ND,North Dakota,Dunn,58636,47.1380647,-102.332956,
Marshall,21050,Marshall,36,NY,New York,Oneida,13480,42.9631255,-75.3276673,
Marshall,21051,Marshall,39,OH,Ohio,Highland,45133,39.1520107,-83.4849165,
Marshall,21052,Marshall,53,WA,Washington,Spokane,99224,47.5648909,-117.4993752,
Marshall Creek,21053,Marshall Creek,48,TX,Texas,Denton,76262,33.01679,-97.2086255,
Marshallberg,21054,Marshallberg,37,NC,North Carolina,Carteret,28553,34.7279403,-76.5157565,403
Marshallton,21055,Marshallton,10,DE,Delaware,New Castle,19808,39.7256679,-75.6540959,
Marshallton,21056,Marshallton,42,PA,Pennsylvania,Chester,19382,39.9498305,-75.6802159,
Marshalltown,21057,Marshalltown,19,IA,Iowa,Marshall,50158,42.0494323,-92.9079774,27552
Marshalltown,21058,Marshalltown,34,NJ,New Jersey,Salem,8079,39.6376133,-75.4532518,
Marshallville,21059,Marshallville,39,OH,Ohio,Wayne,44645,40.9022772,-81.7340193,756
Marshallville,21060,Marshallville,13,GA,Georgia,Macon,31057,32.4562623,-83.9401857,1448
Marshdale,21061,Marshdale,8,CO,Colorado,Jefferson,80439,39.5924882,-105.3122149,
Marshfield,21062,Marshfield,55,WI,Wisconsin,Wood,54449 54404 54472,44.6688524,-90.1717987,19118
Marshfield,21063,Marshfield,25,MA,Massachusetts,Plymouth,02050 02041 02059 02065,42.091769,-70.7055941,4335
Marshfield,21064,Marshfield,50,VT,Vermont,Washington,5658,44.3508912,-72.3539917,273
Marshfield,21065,Marshfield,29,MO,Missouri,Webster,65706,37.338658,-92.9071209,6633
Marshfield,21066,Marshfield,23,ME,Maine,Washington,4654,44.7331326,-67.4774923,
Marshfield,21067,Marshfield,18,IN,Indiana,Warren,47993,40.2492034,-87.4527926,
Marshfield Center,21068,Marshfield Center,25,MA,Massachusetts,Plymouth,2050,42.1167688,-70.7161504,
Marshfield Hills,21069,Marshfield Hills,25,MA,Massachusetts,Plymouth,02050 02051,42.1459351,-70.7397626,2356
Marshville,21070,Marshville,37,NC,North Carolina,Union,28103,34.988486,-80.3670085,2402
Marsing,21071,Marsing,16,ID,Idaho,Owyhee,83639,43.5454359,-116.8131958,1031
Marsland,21072,Marsland,31,NE,Nebraska,Dawes,69354,42.4438527,-103.2985373,
Marston,21073,Marston,29,MO,Missouri,New Madrid,63873 63866,36.5189503,-89.6125789,503
Marstons Mills,21074,Marstons Mills,25,MA,Massachusetts,Barnstable,2648,41.6562204,-70.4161364,
Mart,21075,Mart,48,TX,Texas,McLennan,76664,31.5423911,-96.8336015,2209
Martel,21076,Martel,12,FL,Florida,Marion,34482,29.1866423,-82.246485,
Martel,21077,Martel,39,OH,Ohio,Marion,43314,40.6689476,-82.9101837,
Martell,21078,Martell,6,CA,California,Amador,95685 95642 95654,38.3668572,-120.7960468,282
Martell,21079,Martell,55,WI,Wisconsin,Pierce,54767,44.8296888,-92.3976891,
Martelle,21080,Martelle,19,IA,Iowa,Jones,52305,42.0216714,-91.3598896,255
Martensdale,21081,Martensdale,19,IA,Iowa,Warren,50160,41.3730474,-93.7357761,465
Martha,21082,Martha,40,OK,Oklahoma,Jackson,73556,34.729291,-99.41081489,162
Marthasville,21083,Marthasville,29,MO,Missouri,Warren,63357,38.6283838,-91.057645,1136
Marthaville,21084,Marthaville,22,LA,Louisiana,Natchitoches,71450,31.7387778,-93.3965629,
Martin,21085,Martin,38,ND,North Dakota,Sheridan,58758,47.8266671,-100.1151307,78
Martin,21086,Martin,46,SD,South Dakota,Bennett,57551,43.1724984,-101.7326485,1071
Martin,21087,Martin,26,MI,Michigan,Allegan,49070,42.5369783,-85.6416846,410
Martin,21088,Martin,21,KY,Kentucky,Floyd,41649,37.5728764,-82.752659,634
Martin,21089,Martin,47,TN,Tennessee,Weakley,38237 38238,36.3433965,-88.850338,11473
Martin,21090,Martin,13,GA,Georgia,Stephens,30557,34.4870458,-83.1848781,381
Martin,21091,Martin,22,LA,Louisiana,Red River,71019,32.0854376,-93.2201681,594
Martin,21092,Martin,31,NE,Nebraska,Keith,69146,41.2561012,-101.6910078,92
Martin,21093,Martin,45,SC,South Carolina,Allendale,29836,33.0690425,-81.4764968,
Martin Bluff,21094,Martin Bluff,28,MS,Mississippi,Jackson,39553,30.4568653,-88.6394651,
Martin City,21095,Martin City,30,MT,Montana,Flathead,59926,48.3916314,-114.0381741,500
Martin Lake,21096,Martin Lake,27,MN,Minnesota,Anoka,55079,45.3810761,-93.0949444,933
Martindale,21097,Martindale,48,TX,Texas,Caldwell,78655,29.8454994,-97.8408364,1116
Martinez,21098,Martinez,13,GA,Georgia,Columbia,30907,33.5173577,-82.0756734,35795
Martinez,21099,Martinez,6,CA,California,Contra Costa,94553,38.0193657,-122.1341321,35824
Martinez Lake,21100,Martinez Lake,4,AZ,Arizona,Yuma,85365,32.9866678,-114.4668565,798
Martins Creek,21101,Martins Creek,42,PA,Pennsylvania,Northampton,18063 18013,40.7834307,-75.1862881,631
Martins Ferry,21102,Martins Ferry,39,OH,Ohio,Belmont,43935,40.0959055,-80.724526,6915
Martins Mill,21103,Martins Mill,48,TX,Texas,Van Zandt,75754,32.4162531,-95.7902427,
Martinsburg,21104,Martinsburg,42,PA,Pennsylvania,Blair,16662,40.3111875,-78.3241796,1958
Martinsburg,21105,Martinsburg,54,WV,West Virginia,Berkeley,25401 25403 25404 25402,39.4562099,-77.9638869,17227
Martinsburg,21106,Martinsburg,19,IA,Iowa,Keokuk,52563 52568,41.1789028,-92.2518487,112
Martinsburg,21107,Martinsburg,29,MO,Missouri,Audrain,65264,39.1022618,-91.647664,304
Martinsburg,21108,Martinsburg,31,NE,Nebraska,Dixon,68770 68710,42.5083314,-96.8308729,94
Martinsburg,21109,Martinsburg,39,OH,Ohio,Knox,43080 43037,40.2697883,-82.3540433,237
Martinsburg,21110,Martinsburg,36,NY,New York,Lewis,13404,43.7375693,-75.4696268,
Martinsdale,21111,Martinsdale,30,MT,Montana,Meagher,59053,46.4582815,-110.3132452,64
Martinsville,21112,Martinsville,51,VA,Virginia,Martinsville (city),24112 24113 24114 24115,36.6915262,-79.8725386,13821
Martinsville,21113,Martinsville,18,IN,Indiana,Morgan,46151,39.4278253,-86.428328,11828
Martinsville,21114,Martinsville,17,IL,Illinois,Clark,62442,39.3355924,-87.8819761,1167
Martinsville,21115,Martinsville,39,OH,Ohio,Clinton,45146,39.3239508,-83.814926,463
Martinsville,21116,Martinsville,34,NJ,New Jersey,Somerset,08836 08805 08807,40.6012136,-74.5590452,11980
Martinsville,21117,Martinsville,28,MS,Mississippi,Copiah,39083,31.7909962,-90.407037,
Martinsville,21118,Martinsville,48,TX,Texas,Nacogdoches,75961,31.6426792,-94.4140933,
Martinsville,21119,Martinsville,55,WI,Wisconsin,Dane,53528,43.1802705,-89.5901212,
Martinton,21120,Martinton,17,IL,Illinois,Iroquois,60951,40.9158671,-87.7253124,381
Martinville,21121,Martinville,5,AR,Arkansas,Faulkner,72039,35.3250801,-92.4823798,
Martorell,21122,Martorell,72,PR,Puerto Rico,Yabucoa,767,18.0760744,-65.898218,2232
Marty,21123,Marty,46,SD,South Dakota,Charles Mix,57361 57380,42.9924954,-98.425081,402
Marumsco,21124,Marumsco,51,VA,Virginia,Prince William,22191 22194 22195,38.6370244,-77.2618038,35036
Marvel,21125,Marvel,8,CO,Colorado,La Plata,81326,37.1125001,-108.1267413,
Marvel,21126,Marvel,1,AL,Alabama,Bibb,35115,33.1467847,-87.0030481,
Marvell,21127,Marvell,5,AR,Arkansas,Phillips,72366,34.5556555,-90.9128928,1186
Marvin,21128,Marvin,46,SD,South Dakota,Grant,57251,45.2613519,-96.9125723,34
Marvin,21129,Marvin,37,NC,North Carolina,Union,28173,34.9918154,-80.814794,5579
Mary Esther,21130,Mary Esther,12,FL,Florida,Okaloosa,32569,30.4099215,-86.6630098,3851
Marydel,21131,Marydel,24,MD,Maryland,Caroline,21649,39.1128904,-75.7457651,141
Maryhill,21132,Maryhill,53,WA,Washington,Klickitat,98620,45.6870683,-120.8136737,58
Maryland,21133,Maryland,36,NY,New York,Otsego,12116,42.5364661,-74.8865453,
Maryland City,21134,Maryland City,24,MD,Maryland,Anne Arundel,20724,39.0920531,-76.8177498,16093
Maryland Heights,21135,Maryland Heights,29,MO,Missouri,Saint Louis,63043 63146,38.7131073,-90.4298401,27472
Maryneal,21136,Maryneal,48,TX,Texas,Nolan,79535,32.2354051,-100.4503798,
Marys Corner,21137,Marys Corner,53,WA,Washington,Lewis,98532,46.5470507,-122.8226186,
Marys Home,21138,Marys Home,29,MO,Missouri,Miller,65032,38.3055899,-92.3551807,
Mary's Igloo,21139,Mary's Igloo,2,AK,Alaska,Nome,99762,65.1477778,-165.0633333,
Marysvale,21140,Marysvale,49,UT,Utah,Piute,84750,38.4494204,-112.2302024,408
Marysville,21141,Marysville,42,PA,Pennsylvania,Perry,17053,40.3425876,-76.9299748,2534
Marysville,21142,Marysville,20,KS,Kansas,Marshall,66508,39.8411129,-96.647242,3294
Marysville,21143,Marysville,26,MI,Michigan,Saint Clair,48040,42.9125306,-82.48686,9959
Marysville,21144,Marysville,19,IA,Iowa,Marion,50116,41.1805576,-92.9490895,66
Marysville,21145,Marysville,39,OH,Ohio,Union,43040 43041,40.2364486,-83.3671432,22094
Marysville,21146,Marysville,53,WA,Washington,Snohomish,98271 98270,48.0517637,-122.1770818,60020
Marysville,21147,Marysville,6,CA,California,Yuba,95901,39.1457253,-121.5913547,12072
Marysville,21148,Marysville,30,MT,Montana,Lewis and Clark,59633 59640,46.7504929,-112.3002934,80
Marysville,21149,Marysville,48,TX,Texas,Cooke,76252,33.77066,-97.3341849,
Maryville,21150,Maryville,29,MO,Missouri,Nodaway,64468,40.3461017,-94.8724707,11972
Maryville,21151,Maryville,17,IL,Illinois,Madison,62062,38.7236594,-89.9559348,7487
Maryville,21152,Maryville,47,TN,Tennessee,Blount,37804 37803 37801 37802,35.7564719,-83.9704593,27465
Masardis,21153,Masardis,23,ME,Maine,Aroostook,4732,46.5036534,-68.3611507,
Masaryktown,21154,Masaryktown,12,FL,Florida,Hernando,34604,28.4416658,-82.4570395,1040
Mascot,21155,Mascot,47,TN,Tennessee,Knox,37924 37806,36.0611959,-83.745735,2411
Mascot,21156,Mascot,31,NE,Nebraska,Harlan,68967,40.264454,-99.5462183,
Mascotte,21157,Mascotte,12,FL,Florida,Lake,34736 34753,28.5783313,-81.8867452,5101
Mascoutah,21158,Mascoutah,17,IL,Illinois,Saint Clair,62258,38.490327,-89.793154,7483
Mashpee,21159,Mashpee,25,MA,Massachusetts,Barnstable,2649,41.6484421,-70.4811383,
Mashulaville,21160,Mashulaville,28,MS,Mississippi,Noxubee,39341,33.0867933,-88.7442171,
Maskell,21161,Maskell,31,NE,Nebraska,Dixon,68751,42.6899982,-96.9825446,76
Mason,21162,Mason,26,MI,Michigan,Ingham,48854,42.5792027,-84.4435845,8252
Mason,21163,Mason,55,WI,Wisconsin,Bayfield,54856,46.4352259,-91.059913,93
Mason,21164,Mason,54,WV,West Virginia,Mason,25260,39.021745,-82.0290296,968
Mason,21165,Mason,39,OH,Ohio,Warren,45040,39.3600586,-84.309939,30712
Mason,21166,Mason,17,IL,Illinois,Effingham,62443,38.9531001,-88.6236615,345
Mason,21167,Mason,47,TN,Tennessee,Tipton,38049,35.4117501,-89.5328538,1609
Mason,21168,Mason,48,TX,Texas,Mason,76856,30.7487884,-99.230611,2114
Mason,21169,Mason,21,KY,Kentucky,Grant,41097,38.5761806,-84.5852209,
Mason,21170,Mason,33,NH,New Hampshire,Hillsborough,3048,42.7436984,-71.7689631,
Mason City,21171,Mason City,19,IA,Iowa,Cerro Gordo,50401 50402,43.1535728,-93.2010367,28079
Mason City,21172,Mason City,17,IL,Illinois,Mason,62664,40.2022663,-89.6981639,2343
Mason City,21173,Mason City,31,NE,Nebraska,Custer,68855,41.2230641,-99.3003753,171
Mason Neck,21174,Mason Neck,51,VA,Virginia,Fairfax,22079,38.6511607,-77.1870481,2005
Masonboro,21175,Masonboro,37,NC,North Carolina,New Hanover,28409,34.1793374,-77.847484,
Masontown,21176,Masontown,42,PA,Pennsylvania,Fayette,15461,39.8467433,-79.8997755,3450
Masontown,21177,Masontown,54,WV,West Virginia,Preston,26542,39.552306,-79.7978358,546
Masonville,21178,Masonville,19,IA,Iowa,Delaware,50654,42.4794303,-91.5912669,127
Masonville,21179,Masonville,21,KY,Kentucky,Daviess,42376,37.675049,-87.0347173,1014
Masonville,21180,Masonville,8,CO,Colorado,Larimer,80538,40.4874831,-105.2108177,
Masonville,21181,Masonville,34,NJ,New Jersey,Burlington,8054,39.9784457,-74.8701653,
Masonville,21182,Masonville,36,NY,New York,Delaware,13804,42.2420265,-75.3773999,
Massac,21183,Massac,21,KY,Kentucky,McCracken,42001,37.0167217,-88.730608,4505
Massadona,21184,Massadona,8,CO,Colorado,Moffat,81610,40.2527481,-108.640381,
Massanetta Springs,21185,Massanetta Springs,51,VA,Virginia,Rockingham,22801 22846,38.4004036,-78.8341922,4833
Massanutten,21186,Massanutten,51,VA,Virginia,Rockingham,22840,38.4095701,-78.7378004,2291
Massapequa,21187,Massapequa,36,NY,New York,Nassau,11758,40.6806564,-73.4742914,21685
Massapequa Park,21188,Massapequa Park,36,NY,New York,Nassau,11762,40.6803785,-73.4551241,17008
Massena,21189,Massena,36,NY,New York,Saint Lawrence,13662,44.9281049,-74.891865,10936
Massena,21190,Massena,19,IA,Iowa,Cass,50853,41.2541538,-94.7683113,355
Massies Mill,21191,Massies Mill,51,VA,Virginia,Nelson,22967,37.7770844,-79.0011364,
Massieville,21192,Massieville,39,OH,Ohio,Ross,45601,39.2650652,-82.966845,
Massillon,21193,Massillon,39,OH,Ohio,Stark,44647 44646 44648,40.7967244,-81.5215093,32149
Massillon,21194,Massillon,19,IA,Iowa,Cedar,52255,41.9147422,-90.9226477,
Masters,21195,Masters,8,CO,Colorado,Weld,80649,40.3094255,-104.2449505,
Masterson,21196,Masterson,48,TX,Texas,Moore,79058,35.635878,-101.9601837,
Masthope,21197,Masthope,42,PA,Pennsylvania,Pike,18428 18435,41.5359223,-75.0282244,685
Mastic,21198,Mastic,36,NY,New York,Suffolk,11950,40.8020431,-72.8409359,15481
Mastic Beach,21199,Mastic Beach,36,NY,New York,Suffolk,11951,40.7667655,-72.8520476,12930
Masury,21200,Masury,39,OH,Ohio,Trumbull,44425 44438,41.2111676,-80.5378495,2064
Matador,21201,Matador,48,TX,Texas,Motley,79244,34.0120211,-100.8220785,607
Matagorda,21202,Matagorda,48,TX,Texas,Matagorda,77457,28.6908222,-95.9674625,503
Matamoras,21203,Matamoras,42,PA,Pennsylvania,Pike,18336,41.3687049,-74.7001632,2469
Matanuska,21204,Matanuska,2,AK,Alaska,Matanuska-Susitna,99645,61.54187012,-149.2296753,
Matawan,21205,Matawan,34,NJ,New Jersey,Monmouth,7747,40.41483,-74.2295891,8810
Matawan,21206,Matawan,27,MN,Minnesota,Waseca,56072,43.8580156,-93.6360554,
Matewan,21207,Matewan,54,WV,West Virginia,Mingo,25688 25678,37.622049,-82.1631894,499
Matfield Green,21208,Matfield Green,20,KS,Kansas,Chase,66862,38.1591843,-96.5605664,47
Mather,21209,Mather,42,PA,Pennsylvania,Greene,15346,39.934797,-80.0736687,226
Matherville,21210,Matherville,17,IL,Illinois,Mercer,61231 61263,41.2597571,-90.6079133,723
Matherville,21211,Matherville,28,MS,Mississippi,Wayne,39360,31.8657102,-88.5655888,
Matheson,21212,Matheson,8,CO,Colorado,Elbert,80830,39.1716547,-103.9755125,
Mathews,21213,Mathews,22,LA,Louisiana,Lafourche,70394,29.6863233,-90.5467525,2209
Mathews,21214,Mathews,51,VA,Virginia,Mathews,23109,37.4370803,-76.3199427,555
Mathias,21215,Mathias,54,WV,West Virginia,Hardy,26812,38.8778893,-78.8661353,
Mathis,21216,Mathis,48,TX,Texas,San Patricio,78368,28.0944558,-97.8280543,4942
Mathiston,21217,Mathiston,28,MS,Mississippi,Webster,39752,33.5401214,-89.1242306,698
Matinecock,21218,Matinecock,36,NY,New York,Nassau,11560,40.8762101,-73.5765144,810
Matlacha,21219,Matlacha,12,FL,Florida,Lee,33993,26.6297958,-82.0709245,677
Matlock,21220,Matlock,19,IA,Iowa,Sioux,51201 51244,43.2438658,-95.9352966,87
Matlock,21221,Matlock,53,WA,Washington,Mason,98541,47.2378698,-123.407938,
Matoaca,21222,Matoaca,51,VA,Virginia,Chesterfield,23803,37.2304283,-77.4774854,2403
Matoaka,21223,Matoaka,54,WV,West Virginia,Mercer,24736,37.4201163,-81.2431549,227
Mattapex,21224,Mattapex,24,MD,Maryland,Queen Anne's,21666,38.901781,-76.3496766,
Mattapoisett,21225,Mattapoisett,25,MA,Massachusetts,Plymouth,2739,41.658438,-70.8161468,2915
Mattawa,21226,Mattawa,53,WA,Washington,Grant,99349,46.73791,-119.9028234,4437
Mattawamkeag,21227,Mattawamkeag,23,ME,Maine,Penobscot,4459,45.5136701,-68.3544669,
Mattawan,21228,Mattawan,26,MI,Michigan,Van Buren,49071,42.2094839,-85.784453,1997
Mattawana,21229,Mattawana,42,PA,Pennsylvania,Mifflin,17051 17054,40.4961865,-77.7294372,276
Mattawoman,21230,Mattawoman,24,MD,Maryland,Charles,20601,38.6526178,-76.8805268,
Mattese,21231,Mattese,29,MO,Missouri,Saint Louis,63129,38.4856091,-90.3487284,
Matteson,21232,Matteson,17,IL,Illinois,Cook,60423 60443,41.5039235,-87.7131018,19009
Matthews,21233,Matthews,29,MO,Missouri,New Madrid,63867,36.7592218,-89.5867458,628
Matthews,21234,Matthews,18,IN,Indiana,Grant,46957,40.3886531,-85.4994167,596
Matthews,21235,Matthews,37,NC,North Carolina,Mecklenburg,28105 28106,35.1168131,-80.7236804,27198
Matthews,21236,Matthews,13,GA,Georgia,Jefferson,30818,33.2109785,-82.3076238,150
Matthews,21237,Matthews,24,MD,Maryland,Talbot,21601,38.8162254,-75.9527155,
Matthews,21238,Matthews,48,TX,Texas,Colorado,77434,29.4994091,-96.3227432,
Mattituck,21239,Mattituck,36,NY,New York,Suffolk,11952,40.9912115,-72.5342547,4219
Mattoon,21240,Mattoon,55,WI,Wisconsin,Shawano,54450,45.0041364,-89.0420545,438
Mattoon,21241,Mattoon,17,IL,Illinois,Coles,61938,39.4830897,-88.3728255,18555
Mattoxtown,21242,Mattoxtown,21,KY,Kentucky,Fayette,40511,38.1272986,-84.4502157,
Mattson,21243,Mattson,28,MS,Mississippi,Coahoma,38614,34.0978885,-90.5100961,
Mattydale,21244,Mattydale,36,NY,New York,Onondaga,13211,43.0978449,-76.1452021,6446
Mauckport,21245,Mauckport,18,IN,Indiana,Harrison,47142,38.0247916,-86.2019156,81
Maud,21246,Maud,40,OK,Oklahoma,Pottawatomie,74854,35.1343024,-96.79963599,1048
Maud,21247,Maud,48,TX,Texas,Bowie,75567,33.3329014,-94.3426964,1056
Maud,21248,Maud,39,OH,Ohio,Butler,45069,39.3553358,-84.3902192,
Maudlow,21249,Maudlow,30,MT,Montana,Gallatin,59714,46.1077074,-111.1730081,
Maugansville,21250,Maugansville,24,MD,Maryland,Washington,21767 21740,39.6928728,-77.7447161,3071
Mauldin,21251,Mauldin,45,SC,South Carolina,Greenville,29662 29607,34.77873,-82.310119,22889
Maumee,21252,Maumee,39,OH,Ohio,Lucas,43537,41.5628294,-83.6538244,14286
Maumelle,21253,Maumelle,5,AR,Arkansas,Pulaski,72113,34.8667565,-92.4043219,17163
Maunabo,21254,Maunabo,72,PR,Puerto Rico,Maunabo,707,18.0071885,-65.8993289,1668
Maunaloa,21255,Maunaloa,15,HI,Hawaii,Maui,96770,21.132114,-157.2113204,376
Maunie,21256,Maunie,17,IL,Illinois,White,62861,38.0356015,-88.0455883,139
Maupin,21257,Maupin,41,OR,Oregon,Wasco,97037,45.1751205,-121.0814491,418
Maurertown,21258,Maurertown,51,VA,Virginia,Shenandoah,22644,38.9298326,-78.4636193,770
Maurice,21259,Maurice,19,IA,Iowa,Sioux,51036,42.9663763,-96.1805771,275
Maurice,21260,Maurice,22,LA,Louisiana,Vermilion,70555,30.1085368,-92.1245688,964
Mauriceville,21261,Mauriceville,48,TX,Texas,Orange,77632 77626,30.2035419,-93.8662819,3252
Maurine,21262,Maurine,46,SD,South Dakota,Meade,57626,45.0230433,-102.5934972,
Maury,21263,Maury,37,NC,North Carolina,Greene,28554 28580,35.4821062,-77.5860822,1685
Maury City,21264,Maury City,47,TN,Tennessee,Crockett,38050 38001,35.814796,-89.2256244,674
Mausdale,21265,Mausdale,42,PA,Pennsylvania,Montour,17821,40.9864757,-76.6349556,
Mauston,21266,Mauston,55,WI,Wisconsin,Juneau,53948,43.7971946,-90.0773495,4423
Maustown,21267,Maustown,39,OH,Ohio,Butler,45011,39.4056131,-84.4516103,
Maverick,21268,Maverick,48,TX,Texas,Runnels,76865,31.8334814,-100.1950909,
Mavisdale,21269,Mavisdale,51,VA,Virginia,Buchanan,24631,37.1984446,-82.0079064,
Max,21270,Max,38,ND,North Dakota,McLean,58759,47.8211141,-101.2987702,334
Max,21271,Max,31,NE,Nebraska,Dundy,69037,40.1138843,-101.4026645,57
Max,21272,Max,27,MN,Minnesota,Itasca,56659,47.6146742,-94.067997,
Max Meadows,21273,Max Meadows,51,VA,Virginia,Wythe,24382 24360,36.9703976,-80.9495251,562
Maxbass,21274,Maxbass,38,ND,North Dakota,Bottineau,58760,48.7216878,-101.1415464,84
Maxeys,21275,Maxeys,13,GA,Georgia,Oglethorpe,30667 30671,33.7542889,-83.1734875,224
Maxie,21276,Maxie,22,LA,Louisiana,Acadia,70526,30.3252026,-92.4079103,
Maxie,21277,Maxie,28,MS,Mississippi,Forrest,39425,30.9779631,-89.1958892,
Maximo,21278,Maximo,39,OH,Ohio,Stark,44601,40.8764474,-81.1720461,
Maxton,21279,Maxton,37,NC,North Carolina,Robeson,28364,34.7351615,-79.3489317,2426
Maxville,21280,Maxville,30,MT,Montana,Granite,59837,46.464649,-113.234231,130
Maxville,21281,Maxville,55,WI,Wisconsin,Buffalo,54736,44.531634,-92.0087799,
Maxwell,21282,Maxwell,19,IA,Iowa,Story,50161,41.8919322,-93.3996546,920
Maxwell,21283,Maxwell,31,NE,Nebraska,Lincoln,69151,41.0788913,-100.5248608,312
Maxwell,21284,Maxwell,35,NM,New Mexico,Colfax,87728,36.540032,-104.5433229,254
Maxwell,21285,Maxwell,6,CA,California,Colusa,95955,39.2762768,-122.191366,1103
Maxwell,21286,Maxwell,18,IN,Indiana,Hancock,46140,39.8575423,-85.769978,
Maxwell,21287,Maxwell,48,TX,Texas,Caldwell,78656,29.8810542,-97.7933357,
Maxwelton,21288,Maxwelton,53,WA,Washington,Island,98236,47.9373164,-122.4443087,
May,21289,May,40,OK,Oklahoma,Harper,73851,36.620926,-99.77112619,39
May,21290,May,16,ID,Idaho,Lemhi,83253,44.6043694,-113.9119973,
May,21291,May,48,TX,Texas,Brown,76857,31.9795899,-98.9200555,
May City,21292,May City,19,IA,Iowa,Osceola,51354,43.3208025,-95.4744512,
May Creek,21293,May Creek,2,AK,Alaska,Valdez-Cordova,99566,61.3486111,-142.6933333,
Mayagüez,21294,Mayagez,72,PR,Puerto Rico,Mayaguez,00682 00680 00681,18.201066,-67.139624,70463
Maybee,21295,Maybee,26,MI,Michigan,Monroe,48159 48162,42.0039337,-83.5154905,562
Maybell,21296,Maybell,8,CO,Colorado,Moffat,81625 81640,40.5177463,-108.0870285,72
Maybeury,21297,Maybeury,54,WV,West Virginia,McDowell,24861,37.3709489,-81.366491,234
Maybrook,21298,Maybrook,36,NY,New York,Orange,12543,41.4839827,-74.2176487,2958
Mayday,21299,Mayday,8,CO,Colorado,La Plata,81326,37.3505543,-108.0767407,
Maydelle,21300,Maydelle,48,TX,Texas,Cherokee,75785,31.8007275,-95.3024478,
Mayer,21301,Mayer,27,MN,Minnesota,Carver,55360,44.8849625,-93.8877453,1749
Mayer,21302,Mayer,4,AZ,Arizona,Yavapai,86333,34.3978054,-112.2362734,1497
Mayersville,21303,Mayersville,28,MS,Mississippi,Issaquena,39113 39159,32.9020717,-91.0512171,547
Mayesville,21304,Mayesville,45,SC,South Carolina,Sumter,29104,33.9876575,-80.2081319,731
Mayetta,21305,Mayetta,20,KS,Kansas,Jackson,66509,39.3388851,-95.7224828,341
Mayfair,21306,Mayfair,6,CA,California,Fresno,93703,36.7692726,-119.7613554,4589
Mayfield,21307,Mayfield,39,OH,Ohio,Cuyahoga,44040 44143,41.5519952,-81.4392828,3460
Mayfield,21308,Mayfield,42,PA,Pennsylvania,Lackawanna,18433,41.5381373,-75.5360186,1807
Mayfield,21309,Mayfield,36,NY,New York,Fulton,12078 12117,43.1045171,-74.2648563,832
Mayfield,21310,Mayfield,20,KS,Kansas,Sumner,67103,37.2583549,-97.5447709,113
Mayfield,21311,Mayfield,21,KY,Kentucky,Graves,42066,36.7417235,-88.6367154,10024
Mayfield,21312,Mayfield,49,UT,Utah,Sanpete,84643,39.1141292,-111.7107536,496
Mayfield,21313,Mayfield,16,ID,Idaho,Elmore,83716,43.417948,-115.90149,
Mayfield,21314,Mayfield,13,GA,Georgia,Hancock,31087,33.3551413,-82.8006945,
Mayfield,21315,Mayfield,39,OH,Ohio,Butler,45044,39.4947803,-84.3727197,
Mayfield,21316,Mayfield,40,OK,Oklahoma,Beckham,73645,35.3428872,-99.90055569,
Mayfield Heights,21317,Mayfield Heights,39,OH,Ohio,Cuyahoga,44124,41.5192189,-81.457896,19155
